LOCATION,ADDRESS,the_geom,event_time,duration,end_time,openclose
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-23T16:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-24T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-25T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-26T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-27T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-28T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-29T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-30T16:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-10-31T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-11-01T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-11-02T18:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-11-03T19:00:00,,,-1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Raley's Store #105,1630 Robb Dr Reno 89523,0101000020E610000078B471C45AF85DC07AC7293A92C34340,2016-11-04T19:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-22T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-23T16:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-24T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-25T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-26T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-27T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-28T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-29T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-30T16:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-10-31T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-11-01T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-11-02T18:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-11-03T19:00:00,,,-1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Raley's Store #106,701 Keystone Ave Reno 89503,0101000020E610000008556AF640F55DC0AB09A2EE03C44340,2016-11-04T19:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-22T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-23T16:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-24T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-25T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-26T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-27T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-28T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-29T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-30T16:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-10-31T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-11-01T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-11-02T18:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-11-03T19:00:00,,,-1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Raley's Store #108,18144 Wedge Pkwy Reno 89511,0101000020E6100000029F1F4608F15DC0C3D8429083B24340,2016-11-04T19:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-22T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-23T16:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-24T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-25T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-26T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-27T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-28T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-29T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-30T16:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-10-31T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-11-01T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-11-02T18:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-11-03T19:00:00,,,-1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Raley's Store #110,2389 Wingfield Hills Rd Sparks 89436,0101000020E6100000B4024356B7EC5DC0EF2076A6D0CD4340,2016-11-04T19:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-22T10:00:00,14400.0,2016-10-22T14:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-22T14:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-24T08:00:00,36000.0,2016-10-24T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-24T18:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-25T08:00:00,36000.0,2016-10-25T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-25T18:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-26T08:00:00,36000.0,2016-10-26T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-26T18:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-27T08:00:00,36000.0,2016-10-27T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-27T18:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-29T10:00:00,14400.0,2016-10-29T14:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-29T14:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-31T08:00:00,36000.0,2016-10-31T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-10-31T18:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-11-01T08:00:00,36000.0,2016-11-01T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-11-01T18:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-11-02T08:00:00,36000.0,2016-11-02T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-11-02T18:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-11-03T08:00:00,36000.0,2016-11-03T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-11-03T18:00:00,,,-1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-11-04T08:00:00,36000.0,2016-11-04T18:00:00,1
Registrar of Voters Office,1001 E 9th Street Reno  89512,0101000020E6100000D313967840F35DC0211FF46C56C54340,2016-11-04T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-22T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-23T16:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-24T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-25T18:00:00,,,-1
