LOCATION,ADDRESS,the_geom,event_time,duration,end_time,openclose
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-26T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-27T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-28T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-29T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-30T16:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-10-31T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-11-01T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-11-02T18:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-11-03T19:00:00,,,-1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Reno Town Mall,4001 S. Virginia Street Reno  89502,0101000020E6100000541D7233DCF25DC0EDB60BCD75BE4340,2016-11-04T19:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-22T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-23T16:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-24T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-25T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-26T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-27T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-28T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-29T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-30T16:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-10-31T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-11-01T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-11-02T18:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-11-03T19:00:00,,,-1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Sak 'N Save Food Store,1901 Silverada Blvd Reno 89512,0101000020E6100000EAE74D452AF25DC0040473F4F8C54340,2016-11-04T19:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-22T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-23T16:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-24T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-25T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-26T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-27T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-28T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-29T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-30T16:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-10-31T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-11-01T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-11-02T18:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-11-03T19:00:00,,,-1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Scolari's Store #101,950 Holman Way Sparks 89431,0101000020E610000075594C6C3EF05DC08A3C49BA66C64340,2016-11-04T19:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-22T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-23T16:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-24T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-25T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-26T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-27T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-28T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-29T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-30T16:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-10-31T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-11-01T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-11-02T18:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-11-03T19:00:00,,,-1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Scolari's Store #18 ,3310 S. McCarran Blvd Reno 89502,0101000020E6100000CF4E0647C9EF5DC0520FD1E80EBE4340,2016-11-04T19:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-22T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-23T16:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-24T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-25T10:00:00,28800.0,2016-10-25T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-25T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-26T10:00:00,28800.0,2016-10-26T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-26T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-27T10:00:00,28800.0,2016-10-27T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-27T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-28T10:00:00,28800.0,2016-10-28T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-28T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-29T10:00:00,28800.0,2016-10-29T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-29T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-30T11:00:00,18000.0,2016-10-30T16:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-30T16:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-31T10:00:00,28800.0,2016-10-31T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-10-31T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-11-01T10:00:00,28800.0,2016-11-01T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-11-01T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-11-02T10:00:00,28800.0,2016-11-02T18:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-11-02T18:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-11-03T09:00:00,36000.0,2016-11-03T19:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-11-03T19:00:00,,,-1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-11-04T09:00:00,36000.0,2016-11-04T19:00:00,1
Scolari's Store #24 ,4788 Caughlin Pkwy Reno 89519,0101000020E6100000D1798D5DA2F65DC0A06CCA15DEBD4340,2016-11-04T19:00:00,,,-1
Shoppers Square,370 Casazza Dr Reno 89502,0101000020E610000048F949B54FF35DC0A913D044D8C04340,2016-10-22T10:00:00,28800.0,2016-10-22T18:00:00,1
Shoppers Square,370 Casazza Dr Reno 89502,0101000020E610000048F949B54FF35DC0A913D044D8C04340,2016-10-22T18:00:00,,,-1
Shoppers Square,370 Casazza Dr Reno 89502,0101000020E610000048F949B54FF35DC0A913D044D8C04340,2016-10-23T11:00:00,18000.0,2016-10-23T16:00:00,1
Shoppers Square,370 Casazza Dr Reno 89502,0101000020E610000048F949B54FF35DC0A913D044D8C04340,2016-10-23T16:00:00,,,-1
Shoppers Square,370 Casazza Dr Reno 89502,0101000020E610000048F949B54FF35DC0A913D044D8C04340,2016-10-24T10:00:00,28800.0,2016-10-24T18:00:00,1
Shoppers Square,370 Casazza Dr Reno 89502,0101000020E610000048F949B54FF35DC0A913D044D8C04340,2016-10-24T18:00:00,,,-1
